HomeTeam,AwayTeam,HomeGoalCount,AwayGoalCount,BTTS,OverUnder
Yeovil Town,Boreham Wood,1,1,1,0
York City,Notts County,1,3,1,1
Aldershot Town,Wealdstone,1,2,1,1
Barnet,York City,0,5,0,1
Chesterfield,Maidenhead United,1,2,1,1
Dorking Wanderers,Dagenham & Redbridge,5,1,1,1
Halifax Town,Woking,0,4,0,1
Gateshead,Eastleigh,1,1,1,0
Notts County,Altrincham,3,1,1,1
Oldham Athletic,Wrexham,1,2,1,1
Solihull Moors,Bromley,2,2,1,1
Southend United,Yeovil Town,1,0,0,0
Torquay United,Scunthorpe United,1,1,1,0
Boreham Wood,Maidstone United,3,1,1,1
Aldershot Town,Eastleigh,0,0,0,0
Barnet,Maidstone United,4,3,1,1
Boreham Wood,Bromley,0,2,0,0
Chesterfield,Dagenham & Redbridge,2,3,1,1
Dorking Wanderers,Yeovil Town,1,1,1,0
Halifax Town,York City,1,0,0,0
Gateshead,Altrincham,1,3,1,1
Notts County,Wrexham,1,0,0,0
Oldham Athletic,Scunthorpe United,2,2,1,1
Solihull Moors,Wealdstone,2,1,1,1
Southend United,Woking,1,1,1,0
Torquay United,Maidenhead United,2,3,1,1
Dagenham & Redbridge,Southend United,1,1,1,0
Altrincham,Dorking Wanderers,4,1,1,1
Bromley,Gateshead,1,1,1,0
Eastleigh,Chesterfield,2,1,1,1
Maidenhead United,Oldham Athletic,1,1,1,0
Maidstone United,Halifax Town,1,1,1,0
Scunthorpe United,Aldershot Town,3,3,1,1
Wealdstone,Boreham Wood,1,2,1,1
Woking,Notts County,2,3,1,1
Wrexham,Barnet,7,5,1,1
Yeovil Town,Solihull Moors,1,0,0,0
York City,Torquay United,1,0,0,0
York City,Dagenham & Redbridge,1,1,1,0
Notts County,Maidstone United,3,0,0,1
Aldershot Town,York City,2,1,1,1
Barnet,Maidenhead United,2,1,1,1
Boreham Wood,Wrexham,1,1,1,0
Chesterfield,Bromley,3,2,1,1
Dorking Wanderers,Wealdstone,3,1,1,1
Halifax Town,Dagenham & Redbridge,2,0,0,0
Gateshead,Woking,1,3,1,1
Oldham Athletic,Yeovil Town,2,0,0,0
Solihull Moors,Eastleigh,3,0,0,1
Southend United,Scunthorpe United,3,0,0,1
Torquay United,Altrincham,4,4,1,1
Altrincham,Oldham Athletic,1,0,0,0
Bromley,Barnet,1,3,1,1
Dagenham & Redbridge,Boreham Wood,1,1,1,0
Eastleigh,Torquay United,1,0,0,0
Maidenhead United,Solihull Moors,0,2,0,0
Maidstone United,Southend United,0,3,0,1
Scunthorpe United,Gateshead,3,1,1,1
Wealdstone,Notts County,1,6,1,1
Woking,Dorking Wanderers,3,3,1,1
Wrexham,Halifax Town,3,1,1,1
Yeovil Town,Aldershot Town,0,2,0,0
York City,Chesterfield,1,1,1,0
Barnet,Scunthorpe United,1,1,1,0
Chesterfield,Boreham Wood,2,0,0,0
Dagenham & Redbridge,Wealdstone,4,1,1,1
Dorking Wanderers,Aldershot Town,0,3,0,1
Gateshead,Solihull Moors,1,1,1,0
Maidenhead United,Bromley,1,0,0,0
Maidstone United,Yeovil Town,1,1,1,0
Notts County,Torquay United,4,0,0,1
Woking,Eastleigh,1,0,0,0
Wrexham,Altrincham,4,0,0,1
York City,Southend United,0,2,0,0
Halifax Town,Oldham Athletic,2,1,1,1
Altrincham,Wealdstone,0,1,0,0
Barnet,Southend United,0,3,0,1
Chesterfield,Gateshead,2,1,1,1
Eastleigh,Scunthorpe United,2,0,0,0
Maidstone United,Solihull Moors,0,0,0,0
Notts County,Bromley,1,1,1,0
Torquay United,Aldershot Town,6,1,1,1
Woking,Yeovil Town,1,0,0,0
Wrexham,Maidenhead United,1,0,0,0
Altrincham,Barnet,0,2,0,0
Boreham Wood,York City,1,1,1,0
Eastleigh,Maidstone United,5,2,1,1
Solihull Moors,Halifax Town,0,1,0,0
Southend United,Notts County,2,2,1,1
Yeovil Town,Maidenhead United,0,0,0,0
Bromley,Woking,0,2,0,0
Scunthorpe United,Wrexham,1,3,1,1
Torquay United,Dorking Wanderers,3,3,1,1
Aldershot Town,Maidenhead United,1,2,1,1
Boreham Wood,Woking,0,1,0,0
Bromley,Halifax Town,1,1,1,0
Eastleigh,Notts County,0,2,0,0
Oldham Athletic,Barnet,0,2,0,0
Scunthorpe United,Maidstone United,0,2,0,0
Solihull Moors,Dagenham & Redbridge,0,3,0,1
Southend United,Dorking Wanderers,2,0,0,0
Torquay United,Chesterfield,1,5,1,1
Wealdstone,Wrexham,0,0,0,0
Yeovil Town,Gateshead,3,1,1,1
Altrincham,York City,2,1,1,1
Barnet,Torquay United,1,0,0,0
Chesterfield,Solihull Moors,2,0,0,0
Dagenham & Redbridge,Scunthorpe United,2,1,1,1
Dorking Wanderers,Bromley,2,3,1,1
Halifax Town,Boreham Wood,1,0,0,0
Gateshead,Southend United,3,1,1,1
Maidenhead United,Eastleigh,2,1,1,1
Maidstone United,Oldham Athletic,0,0,0,0
Notts County,Yeovil Town,0,0,0,0
Woking,Altrincham,1,1,1,0
Wrexham,Aldershot Town,2,0,0,0
York City,Wealdstone,1,2,1,1
Aldershot Town,Southend United,2,0,0,0
Altrincham,Eastleigh,2,1,1,1
Dorking Wanderers,York City,1,0,0,0
Maidstone United,Maidenhead United,3,2,1,1
Torquay United,Gateshead,1,1,1,0
Wealdstone,Scunthorpe United,3,1,1,1
Yeovil Town,Halifax Town,1,0,0,0
Barnet,Wealdstone,2,0,0,0
Bromley,Yeovil Town,0,0,0,0
Dagenham & Redbridge,Torquay United,0,1,0,0
Eastleigh,Boreham Wood,1,0,0,0
Halifax Town,Chesterfield,1,0,0,0
Gateshead,Aldershot Town,0,2,0,0
Maidenhead United,Dorking Wanderers,1,1,1,0
Scunthorpe United,Notts County,1,4,1,1
Solihull Moors,Oldham Athletic,2,1,1,1
Southend United,Altrincham,2,2,1,1
Woking,Maidstone United,3,1,1,1
York City,Wrexham,1,1,1,0
Boreham Wood,Oldham Athletic,2,1,1,1
Halifax Town,Dorking Wanderers,3,1,1,1
Bromley,Wealdstone,3,3,1,1
Chesterfield,Dorking Wanderers,3,1,1,1
Eastleigh,Wrexham,0,2,0,0
Gateshead,Dagenham & Redbridge,0,0,0,0
Maidenhead United,Notts County,3,4,1,1
Maidstone United,Altrincham,2,3,1,1
Woking,York City,0,2,0,0
Yeovil Town,Scunthorpe United,0,0,0,0
Oldham Athletic,Torquay United,3,2,1,1
Dorking Wanderers,Maidstone United,3,2,1,1
Notts County,Gateshead,2,0,0,0
